Date,Open,High,Low,Close,Adj Close,Volume
2017-09-11,null,null,null,null,null,null
2017-09-12,19.385000,19.434999,18.980000,19.000000,18.578241,1551983
2017-09-13,19.000000,19.070000,18.889999,19.010000,18.588020,1948710
2017-09-14,19.040001,19.270000,18.969999,19.270000,18.842249,1183089
2017-09-15,19.174999,19.215000,18.955000,19.059999,18.636909,3992927
2017-09-18,19.125000,19.150000,18.950001,18.965000,18.544020,2362273
2017-09-19,18.879999,18.959999,18.745001,18.840000,18.421793,1445473
2017-09-20,18.799999,18.855000,18.625000,18.745001,18.328903,1475238
2017-09-21,18.770000,18.799999,18.375000,18.415001,18.006229,2332844
2017-09-22,18.420000,18.530001,18.370001,18.504999,18.094229,1300154
2017-09-25,18.490000,18.545000,18.350000,18.370001,17.962227,971616
2017-09-26,18.375000,18.410000,18.205000,18.270000,17.864447,1024429
2017-09-27,18.280001,18.525000,18.280001,18.500000,18.089340,885633
2017-09-28,18.555000,18.600000,18.389999,18.459999,18.050228,1095923
2017-09-29,18.469999,18.645000,18.330000,18.625000,18.211567,1326585
2017-10-02,18.469999,18.594999,18.330000,18.559999,18.148008,1240299
2017-10-03,18.545000,18.635000,18.365000,18.379999,17.972004,893778
2017-10-04,18.350000,18.350000,17.834999,17.865000,17.468437,2126955
2017-10-05,17.990000,18.610001,17.934999,18.559999,18.148008,2320354
2017-10-06,18.584999,18.584999,18.315001,18.360001,17.952450,1330977
2017-10-09,18.330000,18.580000,18.330000,18.475000,18.064896,1078407
2017-10-10,18.459999,18.514999,18.320000,18.400000,17.991560,964790
2017-10-11,18.719999,18.840000,18.559999,18.615000,18.201788,1523451
2017-10-12,18.580000,18.730000,18.540001,18.635000,18.221344,1237929
2017-10-13,18.754999,18.889999,18.715000,18.770000,18.353348,1408849
2017-10-16,18.799999,18.799999,18.385000,18.445000,18.035563,1494796
2017-10-17,18.434999,18.870001,18.415001,18.680000,18.265347,3645282
2017-10-18,18.655001,18.980000,18.645000,18.980000,18.558685,1378326
2017-10-19,18.865000,18.975000,18.615000,18.750000,18.333792,1304521
2017-10-20,18.690001,18.760000,18.379999,18.445000,18.035563,2520298
2017-10-23,18.485001,18.504999,18.014999,18.014999,17.615107,2395143
2017-10-24,18.049999,18.170000,17.915001,17.995001,17.595552,1898576
2017-10-25,18.000000,18.045000,17.709999,17.750000,17.355989,2457580
2017-10-26,17.840000,18.415001,17.820000,18.325001,17.918226,3545739
2017-10-27,18.500000,18.650000,17.959999,18.200001,17.796001,2101313
2017-10-30,18.100000,18.459999,18.025000,18.355000,18.355000,2280038
2017-10-31,18.325001,18.764999,18.235001,18.650000,18.650000,2096500
2017-11-01,18.795000,18.834999,18.485001,18.495001,18.495001,2029775
2017-11-02,18.500000,18.815001,18.500000,18.625000,18.625000,1769059
2017-11-03,18.670000,18.670000,18.405001,18.500000,18.500000,946469
2017-11-06,18.549999,18.594999,18.405001,18.570000,18.570000,873782
2017-11-07,18.629999,18.655001,18.320000,18.350000,18.350000,1739864
2017-11-08,18.395000,18.440001,18.254999,18.360001,18.360001,2166257
2017-11-09,18.350000,18.440001,18.155001,18.264999,18.264999,1111246
2017-11-10,18.215000,18.250000,18.004999,18.094999,18.094999,959939
2017-11-13,18.150000,18.160000,17.865000,17.980000,17.980000,921227
2017-11-14,17.965000,18.014999,17.834999,17.980000,17.980000,941717
2017-11-15,17.865000,18.125000,17.809999,18.065001,18.065001,1199967
2017-11-16,18.190001,18.465000,18.190001,18.309999,18.309999,1194325
2017-11-17,18.355000,18.365000,18.084999,18.170000,18.170000,1532945
2017-11-20,18.100000,18.355000,18.059999,18.225000,18.225000,1553298
2017-11-21,18.235001,18.420000,18.170000,18.305000,18.305000,960677
2017-11-22,18.320000,18.459999,18.305000,18.305000,18.305000,942357
2017-11-23,18.250000,18.430000,18.245001,18.280001,18.280001,563558
2017-11-24,18.254999,18.340000,18.219999,18.235001,18.235001,389256
2017-11-27,18.150000,18.305000,18.075001,18.075001,18.075001,603767
2017-11-28,18.115000,18.355000,18.075001,18.290001,18.290001,937398
2017-11-29,18.375000,18.594999,18.325001,18.500000,18.500000,1488724
2017-11-30,18.500000,18.715000,18.430000,18.495001,18.495001,2044441
2017-12-01,18.559999,18.584999,18.110001,18.174999,18.174999,2434704
2017-12-04,18.290001,18.590000,18.190001,18.540001,18.540001,1201898
2017-12-05,18.565001,18.735001,18.535000,18.660000,18.660000,1319651
2017-12-06,18.555000,18.645000,18.389999,18.530001,18.530001,884978
2017-12-07,18.575001,18.665001,18.510000,18.510000,18.510000,1287783
2017-12-08,18.615000,18.709999,18.559999,18.635000,18.635000,1294007
2017-12-11,18.740000,18.745001,18.350000,18.355000,18.355000,1222033
2017-12-12,18.370001,18.465000,18.129999,18.325001,18.325001,1260694
2017-12-13,18.250000,18.275000,18.014999,18.014999,18.014999,1306953
2017-12-14,18.049999,18.235001,17.990000,18.045000,18.045000,1445840
2017-12-15,18.100000,18.434999,18.100000,18.330000,18.330000,2401664
2017-12-18,18.420000,18.555000,18.400000,18.555000,18.555000,2634924
2017-12-19,18.535000,18.730000,18.485001,18.715000,18.715000,1315280
2017-12-20,18.665001,18.795000,18.629999,18.719999,18.719999,1505103
2017-12-21,18.895000,19.320000,18.834999,19.250000,19.250000,2387022
2017-12-22,18.965000,19.254999,18.730000,19.165001,19.165001,2222037
2017-12-27,19.165001,19.219999,19.010000,19.105000,19.105000,738518
2017-12-28,19.094999,19.129999,18.934999,18.995001,18.995001,717862
2017-12-29,19.055000,19.090000,18.879999,18.924999,18.924999,1046713
2018-01-02,18.924999,19.084999,18.885000,19.084999,19.084999,1179423
2018-01-03,19.100000,19.150000,19.025000,19.040001,19.040001,693711
2018-01-04,19.190001,19.625000,19.190001,19.625000,19.625000,1277006
2018-01-05,19.655001,19.840000,19.559999,19.775000,19.775000,1781217
2018-01-08,19.860001,19.879999,19.629999,19.650000,19.650000,1263682
2018-01-09,19.665001,19.725000,19.520000,19.625000,19.625000,1088352
2018-01-10,19.625000,19.629999,19.504999,19.590000,19.590000,893773
2018-01-11,19.645000,19.645000,19.070000,19.325001,19.325001,1669864
2018-01-12,19.320000,19.340000,19.030001,19.030001,19.030001,1661834
2018-01-15,19.075001,19.145000,18.920000,18.920000,18.920000,1712773
2018-01-16,18.975000,19.305000,18.959999,19.190001,19.190001,1317018
2018-01-17,19.139999,19.469999,19.090000,19.275000,19.275000,1502437
2018-01-18,19.275000,19.320000,18.950001,19.059999,19.059999,1488945
2018-01-19,18.764999,18.945000,18.250000,18.945000,18.945000,2680194
2018-01-22,18.945000,18.990000,18.830000,18.924999,18.924999,1377373
2018-01-23,18.980000,19.010000,18.730000,18.940001,18.940001,1635468
2018-01-24,18.875000,18.990000,18.735001,18.735001,18.735001,1153032
2018-01-25,18.684999,18.764999,18.480000,18.500000,18.500000,1848483
2018-01-26,18.500000,18.540001,18.430000,18.500000,18.500000,1526566
2018-01-29,18.500000,18.525000,18.415001,18.485001,18.485001,1426615
2018-01-30,18.400000,18.525000,18.365000,18.370001,18.370001,1170932
2018-01-31,18.334999,18.520000,18.330000,18.475000,18.475000,1240027
2018-02-01,18.500000,18.645000,18.115000,18.290001,18.290001,2143025
2018-02-02,18.275000,18.325001,18.020000,18.020000,18.020000,1175454
2018-02-05,17.959999,17.969999,17.545000,17.594999,17.594999,2125752
2018-02-06,17.004999,17.415001,16.700001,17.350000,17.350000,3287562
2018-02-07,17.450001,17.514999,17.320000,17.500000,17.500000,1805664
2018-02-08,17.410000,17.485001,17.139999,17.180000,17.180000,3146733
2018-02-09,17.070000,17.355000,17.059999,17.120001,17.120001,2121021
2018-02-12,17.235001,17.355000,17.155001,17.219999,17.219999,1353573
2018-02-13,17.219999,17.235001,17.025000,17.025000,17.025000,1603079
2018-02-14,17.080000,17.174999,16.780001,17.004999,17.004999,3285914
2018-02-15,17.165001,17.275000,16.995001,17.275000,17.275000,1348950
2018-02-16,17.375000,17.750000,17.330000,17.629999,17.629999,1583994
2018-02-19,17.670000,17.730000,17.350000,17.375000,17.375000,966130
2018-02-20,17.385000,17.670000,17.385000,17.645000,17.645000,1233721
2018-02-21,17.580000,17.620001,17.500000,17.570000,17.570000,801916
2018-02-22,17.415001,17.660000,17.355000,17.600000,17.600000,963161
2018-02-23,17.639999,17.860001,17.469999,17.805000,17.805000,1109771
2018-02-26,17.825001,17.924999,17.660000,17.775000,17.775000,1027239
2018-02-27,17.799999,18.094999,17.775000,17.985001,17.985001,2135396
2018-02-28,17.754999,17.934999,17.570000,17.764999,17.764999,1714332
2018-03-01,17.490000,17.490000,16.959999,17.000000,17.000000,2635322
2018-03-02,16.905001,16.940001,16.650000,16.740000,16.740000,1889770
2018-03-05,16.719999,17.080000,16.709999,17.040001,17.040001,1296118
2018-03-06,17.165001,17.225000,16.715000,16.715000,16.715000,2822945
2018-03-07,16.700001,17.004999,16.700001,16.934999,16.934999,1392255
2018-03-08,17.020000,17.260000,16.910000,17.200001,17.200001,1899528
2018-03-09,17.245001,17.299999,17.160000,17.264999,17.264999,1106368
